 hi  I'm a 21 year-old male from the uk  over the past few months I have become increasingly depressed.  I'm always acting the joker and appear to be happy at university and work but every night I go to bed and hope that I won't wake up in the morning. For the past 3 or 4 years I've had an overwhelming feeling that I won't live very long and over the past few months I have the sensation that I will die very soon. my depression also leads me to get very angered.  I've never spoken to anyone about this.,1
" I was just curious what your feelings are on long-term outcomes for depression. A little background for me: I've been on and off medicines for several years. I was always depressed as a child  but didn't really seek professional help until maybe 10 years ago. I originally went on medicines. for severe pms prescribed to me by my ob-gyn. I just kind of continued on with it because it made me feel ""leveled out"". Then I had issues with sleep apnea  joint pains etc. My neurologist put me on Effexor. Every time I tried to go off that drug I was dizzy and had bad side effects. Finally  I reduced the dose myself and weaned myself off the Effexor. I had gained a tremendous amount of weight. I was off all medicines for 8 months and then I really feel into a dark depression. It was then that I sought a therapist  etc. I have been on medicines ever since...since June of 2004. I had lost 40 pounds by going off the medicines  but then became depressed again. following several deaths and major life events. I was put on Lexapro and gained weight. Not wanting to gain weight again  I hated being on the medicines. He kept saying it will stabilize. I told him that the weight gain was making me more depressed. Finally  he changed my medicines to Wellbutrin. We talked about trying to go off medicines when life events settled down...my main reason to go off was the weight gain. Immediately the weight came back off. That was a year ago. Now a year later  I am still losing about a pound or two a month. The last time I went in  he didn't say anything about going off the medicines. How long do people take medicines? Is it just better to stay on them and not fall back into the hole? Are there any long-term use side effects to be concerned with? Is this something I will probably be on forever? It just seems like I will always be like this. It just seems like depression is always just standing back in the shadows. I go for a very long time and feel fine and then I have a week where I get very down and know that if I wasn't on medicines. it would be very bad. I haven't gone to talk to my therapist in a long while. When I am having these bouts of depression  should I call and say I need to go in for a ""check-up"". I don't really have any specific issues to discuss. The big thing right now is I just feel down because I have lost my closest friends and don't feel like I have any friends to do anything with. I feel so isolated. Would it be good to just call and go in? I just feel stupid saying I feel sad because I don't have any friends. Are there any good books that you can recommend on self-help--esp. negative thinking  understanding why I think the way I do  etc. I found Dr. Phil's book on Life Strategies to be very helpful in discovering that there are reasons why I do things and think.",1
 Hi. I'm new to the forums. I was going to lurk for a bit before I posted  but there's so many of us  (I mean  I knew. but I didn't know.. you know? :) it seems like the thing to do. I'm a 24 year old male and I've had problems with depression for as long as I can remember  though it's become worse over the last year or so. I was pretty heavily involved in music and martial arts for years  but I'm no longer motivated to do either. I'm still going to school  though Hi. I'm new to the forums. I was going to lurk for a bit before I posted  but there's so many of us  (I mean  I knew. but I didn't know.. you know? :) it seems like the thing to do. I'm a 24 year old male and I've had problems with depression for as long as I can remember  though it's become worse over the last year or so. I was pretty heavily involved in music and martial arts for years  but I'm no longer motivated to do either. I'm still going to school  though I have no real direction and I'm afraid that my lack of motivation is going to cause me to screw that up too.  I started having anxiety attacks about a year ago and they've increased in frequency the last few months. They're (not to sound melodramatic) the hardest thing I've ever had to deal with. If I'm in panic-attack mode  any slight pain or discomfort quickly becomes a life-threatening illness that is surely going to kill me in the next few minutes. As ridiculous as that sounds  it's absolutely real when it's happening and I live in almost constant fear it's going to happen again. I have a hard time even driving anymore (especially on the freeway) and increasingly rely on my girlfriend for menial things like going to the store. She is very supportive and is aware that something is wrong  though I don't think she understands to what extent. I've started completely avoiding any situation in which I have to meet new people and have a hard time even talking to people I don't know on the phone. These symptoms have been increasing in intensity over the last 6 months or so and exponentially for the last 3 weeks (I just lost my job). It seems like quite a few of you have been dealing with these sorts of things for much longer and I'm sorry if my posting here so soon seems insensitive  but its already getting to the point where I know I can't handle living like this for years on end. I've suffered from depression for (relative to my age) a long time and the anxiety attacks are absolutely terrifying (a little redundant  I know). It feels like the last year is the beginning of everything completely falling apart. I guess my posting here is a way to get the ball rolling towards getting some help. I don't have health insurance anymore and I'm not sure where to go from here. I've been medicated in the past  but I haven't taken anything in a few years. Though  without insurance I'm not even sure that's an option. That's enough for now. Thanks for providing a resource like this. The anonymity of the internet lets me say some of the things I'm afraid to say to everyone else.,1
 Hi I am new to the group. I don't know if I am supposed to even post here. I am not too good with the computer yet!! I feel stupid! I have severe anxiety  and am feeling depressed. I have been struggling with this for years. I am 40 years old and that even depresses me!! I am on xanax for my anxiety  but they don't even help me any more. My doctor has me on 1 mg three times a day. I get the tremors when they ware off!! It is a horrible feeling! I have been on them for Five years and I feel so upset  because I depend on them so much! I wish I could get off them and don't know how. I never thought I would ever be addicted to anything .but I am. I feel like xanax runs my life. I even tremor in the middle of the night. I tried so many Anti-depressants and they make me feel so physically sick. I just really need some advice  and some support! I am crying all the time  and keep having flash backs of bad memories in my life. I have a understanding Mom and Dad  they tries to help me out. At least I am blessed with them. I just want to find happiness again. I have a daughter who is 11 years old and I feel guilty. because  I don't want her to keep seeing me like this!! I try to keep it together around her. She was diagnosed with OCD at 6 years old. It comes and goes with her. I feel like I am the blame for that even! I joined this group a week ago or so and this is my first time posting. I was told to post at the new members' site. I don't know if I am doing this in the right place. I am confused  with all this! I just need to learn more about using the computer!! I would appreciate any help or advice!,1
" I've dealt with panic / anxiety / depression / ptsd for some time now.   I was in a 14 year abusive marriage and it has been two years since I left that marriage.  This past August was one year since my divorce was final.  I have two children  both boys  6 and 10.  My ten year old has ADHD and depression.  I worry constantly for my kids because of what they saw during our marriage.   There are so many times I get so overwhelmed and just need to be around people who just ""get it.""  When I left  I brought my kids and myself home to my parents.  I have been with them since.  My mother  doesn't ""get it.""  She thinks that just because I left the marriage  I should be okay by now.  Well I guess 14 years may take a little longer than 2 years to fix.   I used to come here a long time ago.  I'm glad I came back.  I have seen so many familiar faces already and met new ones as well.  I just want a place where I feel I belong.  A place where I can go when I just need someone to be there.  It's been a long road  with many twists and turns ... I guess it's like that poem  the road less traveled.  I guess that means learning the hard way. ",1
" I know this might not fall under ""depression""  but it strongly relates to my depression. Example: Today I ran into a kid Brendon from my school and he said hi and started to talk to me. I went on with the conversation  but felt so uncomfortable. I know him and all  but after the conversation  I find myself saying ""Wow...that was awful...I suck at life."" I hate myself and I always think that everyone is laughing at me. Even when two people are laughing I always think that they're laughing at me. I'm purposely putting off my license test because of this fear. Does anyone have any helping words? Thank you everyone.",1
" Does anyone else get very angry at just stupid little things?  It seems like over the last few months everyone around me is getting all they want out of life  and I am suffering with depression.  Which  of course  makes me feel worse and then I feel guilty for not being happy for them.  BUT  I also get angry when they ""flaunt"" their happiness around me.  My roommate just started seeing someone she met off eharmony.  We both signed up at the same time for fun  and while I was rejected time and time again  she was SO picky and then started seeing the first guy she went out with.  I am happy that she found someone and she really deserves it  but I get so ANGRY that she is constantly doing things with him.  It's like I've been replaced.  I feel like a 5 year old for thinking that  but I just can't help how I feel.  Today  for example  I asked her if she wanted to watch a movie I had gotten off our digital cable.  We have it until 9 tonight and she said she'd like to.  I was pretty excited seeing as how I hadn't been invited to a couple of events this weekend in lieu of ZACH going.  Well  she just came down stairs and said that Zach is going to be  coming over now.  This ticks me off because she broke our plans  and I don't have a way to ""escape"" when they are here.  I'm sure she's going to want to watch that movie with Zach  and  I know I'm being selfish  but I don't WANT him here tonight.  I haven't gotten to see Angela all weekend and the one night we have before going back to work HE is going to be here.  So I have to put on my happy face and pretend that I am glad for her and happy that she has someone and engage him in conversation when all I will feel like doing is crying.  It's unfair!  Why does it seem like when you are depressed  everyone around you has these GREAT things happening in their life.  Angela just got a promotion  a new car  and now a new boyfriend.  I am stuck in the same job  same crushing car payment  and I haven't dated anyone in over 6 years. ",1
 I had a lousy night. I went to a street dance with my PARENTS  and was just so alone. I have been single for two months  and meeting new guys in my small town is so hard. I don't drink or do drugs  and that's all a lot of them do. I work an evening shirt at the local factory  and I can't seem to find anyone with the same interests and values as me. I'm really in to horses and the outdoors and everyone my age just seems to want to get drunk and party. I'm already depressed  and this whole thing is just not helping. I'm close to my parents  and I love spending time with them  but I'm afraid guys just see me as some loser who can't grow up or something. Does anyone have any advice on how to just meet people who aren't into parting? Does anyone else come from small towns with this same problem! Thanks bunches.  ,1
" this is my first post.  I am 27  5 and a half months pregnant dealing with depression / anxiety.  I have taken antidepressants off and on for a few years but stopped this summer because my husband and I were trying to conceive.  My pregnancy has been pretty rough this time around ... (I have an 8 year old son).  I've had joint problems  severe morning sickness ... and terrible depression / anxiety.  My husband just doesn't understand what I'm going through ... he thinks that I'm being hateful or sad on purpose.  He contributes to a lot of the way that I feel.  He told me early in the pregnancy  that if something was to happen and I lose the baby or it was born with something wrong with it  he would have a hard time not blaming me for it even if the doctor said that nothing could have prevented it.  This was said to me because I wasn't taking my prenatal vitamins at the time because of the morning sickness.  I could see if I were using drugs or drinking but I do not do those things.  I don't understand his thinking on that subject.  My mother in law is another person getting on my nerves.  She comes over uninvited and gives out unwanted advice.  She also has a way of making me angry with her thoughtless comments which are hurtful and unnecessary.  I can't talk to my husband about this because he would see me as the ""bad guy"".  Sometimes I just want to be alone ... away from people ... I feel like I don't have any privacy anymore.  My husband always makes me feel worse when I talk to him about how I feel.  I don't know why he aggravates me to talk to him then always says .... ""Well  you ought to be thankful ... rrblah rrblah rrblah"".  It isn't like I don't know that I could have it worse ... but he never cares what I feel at that moment.  I guess I better shut up ... I have ranted long enough ... although I feel like I could go on forever ... so sorry for the long post ... ",1
 I don't know what good being here will do but I NEED someone to talk to. I am so depressed that I am actually crying while I am typing this. I am a single mother of three (one lives with me). I have no job. I have a tremendous amount of clerical skills and am currently in college but I feel like the world is crashing down around me. I have been on Prozac since 1986 because of the loss of both my parents. I have no one to talk to  no friends  no family. I have no one to turn to. I up and left my last job because of a fight between my boss and I. If I get into conflict when I am depressed I run away from things. Now I can not get a job because when they call the job for references  they slam me. I get no child support for my son because if I go to file they will make me pay (I have no income at all except for money that I am able to borrow) my ex because he has two of my kids. (He makes a tremendous amount of money but won't even give me lunch money for our youngest son). I am at the bottom of the tunnel (been here for some time now) and can not see the light. I have been trying and trying to get a job but the door keeps being slammed in my face. I feel like crap and can't cope with it any more.,1
